TRAIN,/content/images/gallina234-2021-08-14T16_58_15.552Z.jpg,Ryguasu,0.17196262,0.40356082,0.34579438,0.40356082,0.34579438,0.7448071,0.17196262,0.7448071
TRAIN,/content/images/gallina048-2021-08-14T16_58_15.551Z.jpg,Ryguasu,0.50666666,0.69436204,0.9822222,0.69436204,0.9822222,0.9525223,0.50666666,0.9525223
TRAIN,/content/images/cat1440-2021-05-30T16_54_53.896Z.jpg,Mbarakaja,0.42488262,0.41810346,0.87089205,0.41810346,0.87089205,0.7112069,0.42488262,0.7112069
TRAIN,/content/images/dog630-2021-05-30T17_37_31.273Z.jpg,Jagua,0.06338028,0.058189657,0.96478873,0.058189657,0.96478873,0.6896552,0.06338028,0.6896552
TRAIN,/content/images/dog839-2021-05-30T17_37_31.274Z.jpg,Jagua,0.012254902,0.117117114,0.99264705,0.117117114,0.99264705,0.8761261,0.012254902,0.8761261
TRAIN,/content/images/phones411-2021-07-25T23_37_38.718Z.jpg,Pumbyry,0.01965602,0.017199017,0.9140049,0.017199017,0.9140049,0.93611795,0.01965602,0.93611795
TRAIN,/content/images/caballo003-2021-07-07T02_15_14.950Z.jpg,Kavaju,0.20401338,0.026785715,0.9013378,0.026785715,0.9013378,0.88095236,0.20401338,0.88095236
TRAIN,/content/images/gallina360-2021-08-14T16_58_15.552Z.jpg,Ryguasu,0.37313432,0.5934718,0.5402985,0.5934718,0.5402985,0.82492584,0.37313432,0.82492584
TRAIN,/content/images/gallina360-2021-08-14T16_58_15.552Z.jpg,Ryguasu,0.81791043,0.60534126,0.94328356,0.60534126,0.94328356,0.8397626,0.81791043,0.8397626
TRAIN,/content/images/gallina360-2021-08-14T16_58_15.552Z.jpg,Ryguasu,0.6119403,0.611276,0.7641791,0.611276,0.7641791,0.8130564,0.6119403,0.8130564
TRAIN,/content/images/tijera167-2021-08-12T01_58_21.416Z.jpg,Jetapa,0.04761905,0.16806723,0.94957983,0.16806723,0.94957983,0.8487395,0.04761905,0.8487395
TRAIN,/content/images/phones250-2021-07-25T23_37_38.717Z.jpg,Pumbyry,0.062015504,0.08527132,0.34366927,0.08527132,0.34366927,0.94056845,0.062015504,0.94056845
TRAIN,/content/images/tijera206-2021-08-12T01_58_21.416Z.jpg,Jetapa,0.024822695,0.038575668,0.9716312,0.038575668,0.9716312,0.7477745,0.024822695,0.7477745
TRAIN,/content/images/phones005-2021-07-25T23_37_38.716Z.jpg,Pumbyry,0.1015625,0.077844314,0.2,0.077844314,0.2,0.9580838,0.1015625,0.9580838
TRAIN,/content/images/sillas304-2021-07-22T02_08_39.826Z.jpg,Apyka,0.11157895,0.44382024,0.24210526,0.44382024,0.24210526,0.9101124,0.11157895,0.9101124
TRAIN,/content/images/caballo439-2021-07-07T02_15_14.953Z.jpg,Kavaju,0.38217822,0.3690476,0.8990099,0.3690476,0.8990099,0.8958333,0.38217822,0.8958333
TRAIN,/content/images/cat0489-2021-05-30T16_54_53.890Z.jpg,Mbarakaja,0.05147059,0.24774775,0.85539216,0.24774775,0.85539216,0.768018,0.05147059,0.768018
TRAIN,/content/images/raton073-2021-08-13T00_57_38.826Z.jpg,Anguja,0.009803922,0.20915033,0.35620916,0.20915033,0.35620916,0.5620915,0.009803922,0.5620915
TRAIN,/content/images/caballo572-2021-07-07T02_15_14.953Z.jpg,Kavaju,0.25987527,0.2559524,0.73596674,0.2559524,0.73596674,0.77380955,0.25987527,0.77380955
TRAIN,/content/images/cat0009-2021-05-30T16_54_53.887Z.jpg,Mbarakaja,0.04411765,0.045045044,0.85784316,0.045045044,0.85784316,0.9684685,0.04411765,0.9684685
TRAIN,/content/images/cat0538-2021-05-30T16_54_53.891Z.jpg,Mbarakaja,0.075980395,0.074324325,0.6495098,0.074324325,0.6495098,0.6486486,0.075980395,0.6486486
TRAIN,/content/images/gallina005-2021-08-14T16_58_15.550Z.jpg,Ryguasu,0.1005291,0.115727,0.9126984,0.115727,0.9126984,0.92284864,0.1005291,0.92284864
TRAIN,/content/images/phones102-2021-07-25T23_37_38.716Z.jpg,Pumbyry,0.4108527,0.10852713,0.7906977,0.10852713,0.7906977,0.90956074,0.4108527,0.90956074
TRAIN,/content/images/gallina372-2021-08-14T16_58_15.552Z.jpg,Ryguasu,0.18694362,0.49851632,0.4718101,0.49851632,0.4718101,0.7240356,0.18694362,0.7240356
TRAIN,/content/images/gallina372-2021-08-14T16_58_15.552Z.jpg,Ryguasu,0.5281899,0.6083086,0.8130564,0.6083086,0.8130564,0.8367953,0.5281899,0.8367953
TRAIN,/content/images/dog646-2021-05-30T17_37_31.273Z.jpg,Jagua,0.1764706,0.0518018,0.7352941,0.0518018,0.7352941,0.8806306,0.1764706,0.8806306
TRAIN,/content/images/cat0872-2021-05-30T16_54_53.893Z.jpg,Mbarakaja,0.063725494,0.06081081,0.9362745,0.06081081,0.9362745,0.8626126,0.063725494,0.8626126
TRAIN,/content/images/dog094-2021-05-30T17_37_31.269Z.jpg,Jagua,0.11519608,0.08558559,0.73039216,0.08558559,0.73039216,0.9369369,0.11519608,0.9369369
